study_m,Month,obd,phase,int_carb_asp,int_targ_screen,int_screen_all,int_hand,int_asp,bedocc,hh_adherence,hh_trained,abhr,rectalswab,all_monitor_abx,cephalosporins_DDD,carbapenems,aps_cephalosporins,fluoroquinolones,all_gn_bsi,ecoli_ccs_bsi,ecoli_3gcr_bsi,cre_bsi,mssa_bsi,mrsa_bsi,gram_neg_bsi,csab_all_any,crab_all_any,cskp_all_any,crkp_all_any,cspa_all_any,crpa_all_any,csab_all_clinical,crab_all_clinical,cskp_all_clinical,crkp_all_clinical,cspa_all_clinical,crpa_all_clinical,csab_all_bsi,crab_all_bsi,cskp_all_bsi,crkp_all_bsi,cspa_all_bsi,crpa_all_bsi,csab_all_resp,crab_all_resp,cskp_all_resp,crkp_all_resp,cspa_all_resp,crpa_all_resp,csab_all_uti,crab_all_uti,cskp_all_uti,crkp_all_uti,cspa_all_uti,crpa_all_uti,csab_all_other,crab_all_other,cskp_all_other,crkp_all_other,cspa_all_other,crpa_all_other,csab_all_swab,crab_all_swab,cskp_all_swab,crkp_all_swab,cspa_all_swab,crpa_all_swab,csab_adm_swab,crab_adm_swab,cskp_adm_swab,crkp_adm_swab,cspa_adm_swab,crpa_adm_swab,csab_ho_any,crab_ho_any,cskp_ho_any,crkp_ho_any,cspa_ho_any,crpa_ho_any,csab_ho_clinical,crab_ho_clinical,cskp_ho_clinical,crkp_ho_clinical,cspa_ho_clinical,crpa_ho_clinical,csab_ho_bsi,crab_ho_bsi,cskp_ho_bsi,crkp_ho_bsi,cspa_ho_bsi,crpa_ho_bsi,csab_ho_resp,crab_ho_resp,cskp_ho_resp,crkp_ho_resp,cspa_ho_resp,crpa_ho_resp,csab_ho_uti,crab_ho_uti,cskp_ho_uti,crkp_ho_uti,cspa_ho_uti,crpa_ho_uti,csab_ho_other,crab_ho_other,cskp_ho_other,crkp_ho_other,cspa_ho_other,crpa_ho_other,csab_ho_swab,crab_ho_swab,cskp_ho_swab,crkp_ho_swab,cspa_ho_swab,crpa_ho_swab,csab_co_nothca_any,crab_co_nothca_any,cskp_co_nothca_any,crkp_co_nothca_any,cspa_co_nothca_any,crpa_co_nothca_any,csab_co_nothca_clinical,crab_co_nothca_clinical,cskp_co_nothca_clinical,crkp_co_nothca_clinical,cspa_co_nothca_clinical,crpa_co_nothca_clinical,csab_co_nothca_bsi,crab_co_nothca_bsi,cskp_co_nothca_bsi,crkp_co_nothca_bsi,cspa_co_nothca_bsi,crpa_co_nothca_bsi,csab_co_nothca_resp,crab_co_nothca_resp,cskp_co_nothca_resp,crkp_co_nothca_resp,cspa_co_nothca_resp,crpa_co_nothca_resp,csab_co_nothca_uti,crab_co_nothca_uti,cskp_co_nothca_uti,crkp_co_nothca_uti,cspa_co_nothca_uti,crpa_co_nothca_uti,csab_co_nothca_other,crab_co_nothca_other,cskp_co_nothca_other,crkp_co_nothca_other,cspa_co_nothca_other,crpa_co_nothca_other,csab_co_nothca_adm_swab,crab_co_nothca_adm_swab,cskp_co_nothca_adm_swab,crkp_co_nothca_adm_swab,cspa_co_nothca_adm_swab,crpa_co_nothca_adm_swab,csab_hca_all,crab_hca_all,cskp_hca_all,crkp_hca_all,cspa_hca_all,crpa_hca_all,csab_hca_clinical,crab_hca_clinical,cskp_hca_clinical,crkp_hca_clinical,cspa_hca_clinical,crpa_hca_clinical,csab_hca_bsi,crab_hca_bsi,cskp_hca_bsi,crkp_hca_bsi,cspa_hca_bsi,crpa_hca_bsi,csab_hca_resp,crab_hca_resp,cskp_hca_resp,crkp_hca_resp,cspa_hca_resp,crpa_hca_resp,csab_hca_uti,crab_hca_uti,cskp_hca_uti,crkp_hca_uti,cspa_hca_uti,crpa_hca_uti,csab_hca_other,crab_hca_other,cskp_hca_other,crkp_hca_other,cspa_hca_other,crpa_hca_other,csab_hca_swab,crab_hca_swab,cskp_hca_swab,crkp_hca_swab,cspa_hca_swab,crpa_hca_swab,csab_co_hca_any,crab_co_hca_any,cskp_co_hca_any,crkp_co_hca_any,cspa_co_hca_any,crpa_co_hca_any,csab_co_hca_clinical,crab_co_hca_clinical,cskp_co_hca_clinical,crkp_co_hca_clinical,cspa_co_hca_clinical,crpa_co_hca_clinical,csab_co_hca_bsi,crab_co_hca_bsi,cskp_co_hca_bsi,crkp_co_hca_bsi,cspa_co_hca_bsi,crpa_co_hca_bsi,csab_co_hca_resp,crab_co_hca_resp,cskp_co_hca_resp,crkp_co_hca_resp,cspa_co_hca_resp,crpa_co_hca_resp,csab_co_hca_uti,crab_co_hca_uti,cskp_co_hca_uti,crkp_co_hca_uti,cspa_co_hca_uti,crpa_co_hca_uti,csab_co_hca_other,crab_co_hca_other,cskp_co_hca_other,crkp_co_hca_other,cspa_co_hca_other,crpa_co_hca_other,csab_co_hca_adm_swab,crab_co_hca_adm_swab,cskp_co_hca_adm_swab,crkp_co_hca_adm_swab,cspa_co_hca_adm_swab,crpa_co_hca_adm_swab
103,Jul-16,15315,4,T,T,T,T,T,84.7,0.73,19.67,516.3,1000,9400,222,546,173,2223,42.00000001,11,1,0,7,3,42,1,5,54,8,32,5,1,1,49,3,27,2,0,1,5,0,3,0,0,0,6,0,6,1,0,0,25,3,13,1,1,0,13,0,5,0,0,4,5,5,5,3,0,1,1,1,2,1,1,4,33,6,20,4,1,1,29,2,17,2,0,1,3,0,1,0,0,0,5,0,5,1,0,0,12,2,8,1,1,0,9,0,3,0,0,3,4,4,3,2,0,0,9,1,6,0,0,0,9,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,3,0,0,0,2,0,1,0,0,0,0,1,1,0,1,5,45,7,26,5,1,1,40,3,22,2,0,1,4,0,3,0,0,0,6,0,5,1,0,0,19,3,10,1,1,0,11,0,4,0,0,4,5,4,4,3,0,1,12,1,6,1,0,0,11,1,5,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,7,1,2,0,0,0,2,0,1,0,0,1,1,0,1,1
104,Aug-16,12348,4,T,T,T,T,T,80,0.73,19.67,402.4,1100,8607,191,434,179,1618,34,12,3,0,7,1,39,2,4,53,7,42,4,2,1,44,0,40,1,0,0,4,0,3,0,1,1,8,0,6,1,1,0,28,0,17,0,0,0,4,0,14,0,0,3,9,7,2,3,0,2,3,2,2,0,1,1,28,5,22,3,1,0,22,0,22,0,0,0,3,0,1,0,1,0,5,0,3,0,0,0,13,0,9,0,0,0,1,0,9,0,0,1,6,5,0,3,0,1,13,0,7,0,0,0,11,0,6,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,6,0,1,0,0,0,2,0,4,0,0,1,2,0,1,0,2,3,40,7,35,4,2,1,33,0,34,1,0,0,3,0,3,0,1,1,6,0,5,1,1,0,22,0,16,0,0,0,2,0,10,0,0,2,7,7,1,3,1,2,12,2,13,1,1,1,11,0,12,1,0,0,0,0,2,0,0,1,1,0,2,1,1,0,9,0,7,0,0,0,1,0,1,0,0,1,1,2,1,0
105,Sep-16,13976,4,T,T,T,T,T,80.2,0.73,19.67,509.4,1200,8144,237,737,202,1376,42.00000001,14,6,0,4,0,51,3,5,48,4,50,7,2,1,44,0,47,4,0,0,7,0,5,0,2,0,4,0,10,1,0,0,22,0,17,1,0,1,11,0,15,2,1,4,4,4,3,3,1,0,0,2,1,0,1,4,31,2,29,7,1,0,27,0,27,4,0,0,2,0,0,0,1,0,2,0,7,1,0,0,15,0,10,1,0,0,8,0,10,2,0,4,4,2,2,3,1,1,10,2,13,0,0,1,10,0,12,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,4,0,6,0,0,1,2,0,3,0,1,0,0,2,1,0,2,4,38,2,37,7,2,0,34,0,35,4,0,0,4,0,2,0,2,0,3,0,10,1,0,0,18,0,11,1,0,0,9,0,12,2,0,4,4,2,2,3,1,0,7,0,8,0,1,0,7,0,8,0,0,0,2,0,2,0,1,0,1,0,3,0,0,0,3,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0
106,Oct-16,15188,4,T,T,T,T,T,85.3,0.73,19.67,708.5,1400,8551,179,328,230,1918,38.99999999,14,2,0,6,2,47,1,2,52,8,50,3,0,1,51,2,46,1,0,0,5,0,8,0,0,1,7,0,14,1,0,0,27,2,16,0,0,0,12,0,8,0,1,1,1,6,4,2,1,1,0,0,0,0,0,1,29,7,27,2,0,1,28,1,23,0,0,0,3,0,5,0,0,1,5,0,9,0,0,0,11,1,6,0,0,0,9,0,3,0,0,0,1,6,4,2,0,0,9,0,10,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,6,0,3,0,0,0,2,0,4,0,0,0,0,0,0,0,1,2,43,8,40,3,0,1,42,2,36,1,0,0,5,0,8,0,0,1,6,0,11,1,0,0,21,2,13,0,0,0,10,0,4,0,1,1,1,6,4,2,1,1,14,1,13,1,0,0,14,1,13,1,0,0,2,0,3,0,0,0,1,0,2,1,0,0,10,1,7,0,0,0,1,0,1,0,1,1,0,0,0,0
107,Nov-16,15453,4,T,T,T,T,T,87.7,0.73,25.33,362.5,1500,9000,183,499,271,1509,51,16,6,1,12,1,44,1,5,56,10,44,6,1,0,42,2,42,3,0,0,3,1,3,0,0,0,7,0,13,2,0,0,26,0,14,0,1,0,6,1,12,1,0,5,14,8,2,3,0,1,4,2,0,2,1,4,29,8,28,3,1,0,19,2,26,2,0,0,1,1,1,0,0,0,5,0,9,1,0,0,10,0,9,0,1,0,3,1,7,1,0,4,10,6,2,1,0,1,21,2,10,1,0,0,18,0,10,1,0,0,1,0,2,0,0,0,2,0,3,1,0,0,13,0,2,0,0,0,2,0,3,0,0,1,3,2,0,0,1,4,35,8,34,5,1,0,24,2,32,2,0,0,2,1,1,0,0,0,5,0,10,1,0,0,13,0,12,0,1,0,4,1,9,1,0,4,11,6,2,3,0,0,6,0,6,2,0,0,5,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,1,0,2,0,0,0,1,0,0,2
108,Dec-16,17568,4,T,T,T,T,T,87.2,0.73,25.33,630.8,1400,9870,790,567,198,1595,46.99999999,7,2,0,4,1,29,2,4,53,5,48,7,1,0,49,0,47,5,0,0,6,0,4,1,1,0,9,0,9,0,0,0,25,0,26,1,0,0,9,0,8,3,1,4,4,5,1,2,1,1,2,3,1,1,1,3,29,2,37,5,1,0,27,0,37,4,0,0,5,0,3,1,1,0,7,0,9,0,0,0,10,0,19,0,0,0,5,0,6,3,0,3,2,2,0,1,0,0,15,0,5,2,0,0,13,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,4,1,0,0,4,0,0,0,0,0,2,0,1,1,2,4,38,5,43,5,1,0,36,0,43,4,0,0,6,0,4,1,1,0,8,0,9,0,0,0,17,0,22,0,0,0,5,0,8,3,1,4,2,5,0,1,1,1,9,3,6,0,0,0,9,0,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7,0,3,0,0,0,0,0,2,0,1,1,0,3,0,0
109,Jan-17,16415,4,T,T,T,T,T,88.4,0.73,25.33,528,1400,9156,1352,518,326,1290,44,11,1,0,8,3,30,3,5,43,7,31,6,3,1,36,0,29,4,0,0,6,0,2,0,2,0,5,0,4,1,0,0,16,0,15,1,1,1,9,0,8,2,0,4,7,7,2,2,0,4,3,3,1,0,1,0,27,4,18,5,1,0,23,0,17,3,0,0,4,0,2,0,1,0,5,0,3,0,0,0,8,0,8,1,0,0,6,0,4,2,0,0,4,4,1,2,1,3,11,0,6,0,1,1,10,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,1,3,0,3,0,0,2,1,0,1,0,2,2,32,7,25,6,2,0,26,0,24,4,0,0,5,0,2,0,2,0,5,0,4,1,0,0,10,0,13,1,0,0,6,0,5,2,0,2,6,7,1,2,1,2,5,3,7,1,1,0,3,0,7,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,0,5,0,0,0,0,0,1,0,0,2,2,3,0,0
110,Feb-17,16703,4,T,T,T,T,T,89.9,0.73,25.33,528,1500,9805,1237,434,277,1017,29,20,4,0,10,0,45,3,8,47,7,39,7,2,4,34,1,33,2,0,3,7,1,1,0,0,0,5,0,9,2,1,0,15,0,15,0,1,1,7,0,8,0,1,4,13,6,6,5,1,1,4,4,1,0,1,5,23,3,24,7,1,2,14,1,19,2,0,2,2,1,1,0,0,0,3,0,8,2,1,0,5,0,5,0,0,0,4,0,5,0,0,3,9,2,5,5,2,2,13,2,11,0,1,1,10,0,10,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,5,0,7,0,1,1,2,0,3,0,1,1,3,2,1,0,1,6,34,5,28,7,1,3,24,1,23,2,0,3,5,1,1,0,0,0,4,0,9,2,1,0,10,0,8,0,0,0,5,0,5,0,0,3,10,4,5,5,0,1,11,2,4,0,0,1,10,0,4,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,5,0,3,0,0,0,1,0,0,0,0,0,1,2,0,0
111,Mar-17,16588,4,T,T,T,T,T,85.9,0.73,25.33,528,1770,9588,1205,540,421,1255,30,13,2,0,3,6,31,3,8,48,11,35,9,2,4,31,2,28,4,0,0,4,0,0,1,1,0,3,1,12,1,0,1,18,1,9,0,1,3,6,0,7,2,1,4,17,9,7,5,1,0,3,6,0,0,2,6,31,5,25,8,2,2,17,2,18,3,0,0,1,0,0,1,1,0,3,1,9,0,0,0,9,1,5,0,1,2,4,0,4,2,0,4,14,3,7,5,1,2,8,2,6,1,0,2,7,0,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,3,0,0,1,2,0,2,0,1,0,1,2,0,0,2,6,40,9,29,8,2,2,24,2,22,3,0,0,4,0,0,1,1,0,3,1,11,0,0,0,13,1,6,0,1,2,4,0,5,2,0,4,16,7,7,5,0,0,9,4,4,0,0,0,7,0,4,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,2,4,0,0
112,Apr-17,15191,4,T,T,T,T,T,83.4,0.73,25.33,471.3,1400,9646,1089,513,489,1025,45.00000001,11,2,0,3,5,30,1,8,41,8,34,7,0,1,27,2,31,3,0,1,0,2,2,0,0,0,4,0,6,1,0,0,14,0,13,0,0,0,9,0,10,2,1,7,14,6,3,4,0,2,3,2,0,0,1,6,23,5,19,7,0,1,12,1,16,3,0,1,0,1,1,0,0,0,3,0,5,1,0,0,4,0,6,0,0,0,5,0,4,2,1,5,11,4,3,4,0,2,10,3,6,0,0,0,9,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,3,0,4,0,0,2,1,2,0,0,1,6,31,5,28,7,0,1,18,1,25,3,0,1,0,1,2,0,0,0,4,0,6,1,0,0,8,0,11,0,0,0,6,0,6,2,1,5,13,4,3,4,0,0,8,0,9,0,0,0,6,0,9,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4,0,5,0,0,0,1,0,2,0,0,0,2,0,0,0
113,May-17,17421,4,T,T,T,T,T,86.6,0.73,25.33,543.75,1800,11115,1282,480,506,1242,30.99999999,15,3,0,9,2,44,0,9,45,11,27,10,0,7,29,2,26,4,0,0,3,1,3,0,0,6,2,0,7,3,0,0,21,0,9,1,0,1,3,1,7,0,0,2,16,9,1,6,0,0,5,2,0,2,0,5,24,9,14,7,0,3,13,2,13,3,0,0,0,1,1,0,0,3,2,0,4,3,0,0,9,0,5,0,0,0,2,1,3,0,0,2,11,7,1,4,0,3,8,2,4,1,0,3,5,0,4,0,0,0,2,0,1,0,0,2,0,0,1,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,3,2,0,1,0,6,37,9,23,9,0,4,24,2,22,4,0,0,1,1,2,0,0,4,2,0,6,3,0,0,18,0,8,1,0,0,3,1,6,0,0,2,13,7,1,5,0,1,13,0,9,2,0,1,11,0,9,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,9,0,3,1,0,0,1,0,3,0,0,0,2,0,0,1
114,Jun-17,16398,4,T,T,T,T,T,83.9,0.73,25.33,690.4,1700,10429,1320,462,624,1357,29.99999999,12,3,0,3,3,39,3,8,49,14,34,3,3,3,37,3,31,1,0,1,3,2,3,0,1,0,4,0,12,0,0,2,23,1,9,0,2,0,7,0,7,1,0,5,12,11,3,2,0,5,3,5,1,0,2,2,25,8,18,3,2,2,16,2,16,1,0,1,3,2,1,0,0,0,2,0,8,0,0,1,9,0,4,0,2,0,2,0,3,1,0,0,9,6,2,2,1,1,15,1,5,0,1,0,14,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,9,0,1,0,0,0,4,0,2,0,0,1,1,1,1,0,2,7,34,13,29,3,2,3,23,3,27,1,0,1,3,2,2,0,0,0,3,0,12,0,0,2,14,1,8,0,2,0,3,0,5,1,0,4,11,10,2,2,0,5,9,5,11,0,0,1,7,1,11,0,0,0,0,0,1,0,0,0,1,0,4,0,0,1,5,1,4,0,0,0,1,0,2,0,0,4,2,4,0,0
115,Jul-17,15132,4,T,T,T,T,T,84.3,0.73,25.33,523.5,1600,8760,988,594,446,1065,44,16,5,0,3,1,40,4,5,58,6,42,9,4,1,42,2,41,5,0,0,8,1,4,0,2,0,5,0,15,3,0,0,16,0,10,1,2,1,13,1,12,1,0,4,16,4,1,4,0,0,3,0,0,1,3,4,38,5,26,7,3,0,25,1,25,4,0,0,5,1,3,0,1,0,5,0,12,2,0,0,6,0,4,1,2,0,9,0,6,1,0,4,13,4,1,3,1,1,13,1,9,1,1,1,12,1,9,1,0,0,2,0,0,0,1,0,0,0,2,1,0,0,7,0,3,0,0,1,3,1,4,0,0,0,1,0,0,0,3,4,45,5,33,8,3,0,30,1,32,4,0,0,6,1,4,0,1,0,5,0,13,2,0,0,9,0,7,1,2,0,10,0,8,1,0,4,15,4,1,4,0,0,7,0,7,1,0,0,5,0,7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,1,0,2,0,0,0,2,0,0,1
116,Aug-17,14036,4,T,T,T,T,T,87.4,0.45,25.33,523.5,1600,8531,1417,731,679,1069,39,15,5,0,7,2,47,4,3,55,10,43,10,4,1,44,4,43,3,0,1,1,2,3,0,1,0,6,0,9,2,0,0,27,1,15,1,3,0,10,1,16,0,0,2,11,6,0,7,0,1,4,4,0,2,2,2,21,4,22,6,2,1,14,2,22,1,0,1,1,1,3,0,1,0,2,0,5,1,0,0,6,1,7,0,1,0,5,0,7,0,0,1,7,2,0,5,1,0,21,3,14,2,1,0,17,1,14,1,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,4,1,1,0,3,1,7,0,0,0,4,2,0,1,3,3,34,7,29,8,3,1,27,3,29,2,0,1,1,2,3,0,1,0,2,0,6,2,0,0,17,1,11,0,2,0,7,0,9,0,0,2,7,4,0,6,1,1,13,3,7,2,1,0,13,1,7,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,11,0,4,0,1,0,2,0,2,0,0,1,0,2,0,1
117,Sep-17,14486,4,T,T,T,T,T,82.6,0.45,25.33,523.5,1770,8532,798,473,580,803,40.00000001,7,6,0,5,0,47,0,6,69,10,40,15,0,1,61,1,38,10,0,0,7,0,1,4,0,1,9,0,9,2,0,0,28,0,18,2,0,0,17,1,10,2,0,5,8,9,2,5,0,0,4,4,1,1,0,6,33,6,27,8,0,1,29,1,26,4,0,0,4,0,1,2,0,1,6,0,7,1,0,0,8,0,12,0,0,0,11,1,6,1,0,5,4,5,1,4,0,0,18,2,6,4,0,0,17,0,5,3,0,0,2,0,0,1,0,0,1,0,2,0,0,0,10,0,0,1,0,0,4,0,3,1,0,0,1,2,1,1,0,6,51,8,34,11,0,1,44,1,33,7,0,0,5,0,1,3,0,1,8,0,7,2,0,0,18,0,18,1,0,0,13,1,7,1,0,5,7,7,1,4,0,0,18,2,7,3,0,0,15,0,7,3,0,0,1,0,0,1,0,0,2,0,0,1,0,0,10,0,6,1,0,0,2,0,1,0,0,0,3,2,0,0
118,Oct-17,17973,4,T,T,T,T,T,85.5,0.45,25.33,573.7,1800,10137,965,557,706,1578,47.00000001,10,5,0,6,4,38,3,7,54,11,42,9,3,2,49,4,42,3,0,0,5,1,2,1,0,1,10,0,9,1,1,1,23,1,17,0,2,0,11,2,14,1,0,5,5,7,0,6,0,2,3,5,0,1,0,3,22,3,20,8,0,0,20,1,20,3,0,0,3,0,1,1,0,0,4,0,4,1,0,0,7,1,8,0,0,0,6,0,7,1,0,3,2,2,0,5,2,3,13,3,13,0,2,2,12,1,13,0,0,0,1,0,1,0,0,1,4,0,2,0,1,1,6,0,5,0,1,0,1,1,5,0,0,1,1,2,0,0,1,4,41,8,29,9,1,0,37,3,29,3,0,0,4,1,1,1,0,0,6,0,7,1,0,0,17,1,12,0,1,0,10,1,9,1,0,4,4,5,0,6,1,1,19,5,9,1,1,0,17,2,9,0,0,0,1,1,0,0,0,0,2,0,3,0,0,0,10,0,4,0,1,0,4,1,2,0,0,1,2,3,0,1
119,Nov-17,15071,4,T,T,T,T,T,86.1,0.45,8.75,475.7,1670,6707,1006,530,525,958,47,10,3,0,5,2,41,1,5,54,5,33,7,1,3,48,1,32,4,0,0,7,1,4,0,1,3,12,0,5,1,0,0,18,0,12,0,0,0,11,0,11,3,0,2,6,4,1,3,0,1,0,2,0,0,0,3,28,3,17,6,0,2,22,1,16,3,0,0,4,1,3,0,0,2,8,0,2,1,0,0,5,0,7,0,0,0,5,0,4,2,0,1,6,2,1,3,1,1,15,1,9,1,1,1,15,0,9,1,0,0,3,0,1,0,1,1,2,0,1,0,0,0,6,0,3,0,0,0,4,0,4,1,0,0,0,1,0,0,0,4,39,4,24,6,0,2,33,1,23,3,0,0,4,1,3,0,0,2,10,0,4,1,0,0,12,0,9,0,0,0,7,0,7,2,0,2,6,3,1,3,0,1,11,1,7,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,7,0,2,0,0,0,2,0,3,0,0,1,0,1,0,0
120,Dec-17,16405,4,T,T,T,T,T,87.2,0.45,8.75,599.2,1600,7107,1084,500,477,1195,38,12,2,0,7,3,31,3,3,45,9,32,7,2,1,39,4,32,1,1,0,3,2,1,0,1,1,7,1,10,0,0,0,18,0,12,1,0,0,11,1,9,0,1,2,6,5,0,6,0,0,3,1,0,2,2,3,14,6,12,5,1,1,11,2,12,1,1,0,1,1,1,0,0,1,2,0,3,0,0,0,6,0,5,1,0,0,2,1,3,0,1,2,3,4,0,4,1,0,16,0,11,0,1,0,16,0,11,0,0,0,2,0,0,0,1,0,4,0,5,0,0,0,6,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,2,3,29,9,21,7,1,1,23,4,21,1,1,0,1,2,1,0,0,1,3,1,5,0,0,0,12,0,9,1,0,0,7,1,6,0,1,2,6,5,0,6,0,0,15,3,9,2,0,0,12,2,9,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,6,0,4,0,0,0,5,0,3,0,0,0,3,1,0,2
121,Jan-18,16484,4,T,T,T,T,T,94.7,0.45,8.75,564,1700,9165,1819,512,548,1790,41.00000001,8,1,1,15,5,38,1,5,52,4,37,7,1,1,38,1,37,1,1,0,2,0,3,0,0,0,8,0,11,0,0,0,22,1,14,1,0,1,6,0,9,0,0,4,14,3,0,6,0,0,2,1,0,2,0,4,34,3,25,5,0,0,22,1,25,1,0,0,2,0,1,0,0,0,4,0,9,0,0,0,12,1,9,1,0,0,4,0,6,0,0,4,12,2,0,4,0,0,9,1,6,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,4,0,2,0,0,0,1,0,2,0,0,0,1,1,0,0,1,5,43,3,31,7,1,1,30,1,31,1,1,0,2,0,3,0,0,0,5,0,9,0,0,0,18,1,12,1,0,1,5,0,7,0,0,4,13,2,0,6,1,1,9,0,6,2,1,1,8,0,6,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,6,0,3,0,0,1,1,0,1,0,0,0,1,0,0,2
122,Feb-18,16081,4,T,T,T,T,T,89.2,0.73,8.75,564,1800,8684,1572,482,726,1230,31,13,3,0,3,1,43,0,9,57,6,29,12,0,4,47,0,27,3,0,2,8,0,2,1,0,0,9,0,4,0,0,0,22,0,12,1,0,2,8,0,9,1,0,5,10,6,2,9,0,0,3,2,0,1,0,7,23,4,15,11,0,2,16,0,13,3,0,1,2,0,0,1,0,0,3,0,3,0,0,0,6,0,6,1,0,1,5,0,4,1,0,5,7,4,2,8,0,2,13,1,6,0,0,2,11,0,6,0,0,1,2,0,2,0,0,0,3,0,0,0,0,0,5,0,0,0,0,1,1,0,4,0,0,0,2,1,0,0,0,7,44,5,23,12,0,2,36,0,21,3,0,1,6,0,0,1,0,0,6,0,4,0,0,0,17,0,12,1,0,1,7,0,5,1,0,5,8,5,2,9,0,0,21,1,8,1,0,0,20,0,8,0,0,0,4,0,0,0,0,0,3,0,1,0,0,0,11,0,6,0,0,0,2,0,1,0,0,0,1,1,0,1
123,Mar-18,17604,4,T,T,T,T,T,89.1,0.73,8.75,564,1500,9409,1593,452,1327,1395,38,5,1,0,6,1,30,2,9,34,6,43,10,1,6,28,3,39,5,0,2,2,2,0,0,0,2,2,0,5,2,0,1,14,1,16,2,1,1,10,0,18,1,1,3,6,3,4,5,1,2,3,2,1,1,1,7,13,4,20,7,1,6,10,3,17,3,0,2,2,2,0,0,0,2,2,0,2,1,0,1,4,1,8,1,1,1,2,0,7,1,0,1,3,1,3,4,1,0,12,2,16,2,0,0,11,0,15,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8,0,5,1,0,0,3,0,8,0,1,0,1,2,1,0,1,9,22,4,27,8,1,6,17,3,24,3,0,2,2,2,0,0,0,2,2,0,3,1,0,1,6,1,11,1,1,1,7,0,10,1,0,3,5,1,3,5,0,2,9,0,7,1,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,5,0,3,0,0,2,2,0,0,1
124,Apr-18,15319,4,T,T,T,T,T,87.2,0.73,8.75,545.6833333,1770,8409,1674,405,1023,1216,42.99999999,13,3,0,1,5,38,1,2,44,6,44,15,1,0,33,1,41,4,0,0,3,0,4,0,0,0,1,0,5,2,0,0,14,1,12,1,1,0,15,0,20,1,0,2,11,5,3,11,0,1,4,0,0,4,1,1,25,5,24,11,1,0,18,0,21,4,0,0,2,0,2,0,0,0,0,0,2,2,0,0,5,0,6,1,1,0,11,0,11,1,0,1,7,5,3,7,0,0,12,0,13,1,0,0,9,0,13,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,5,0,2,0,0,0,2,0,8,0,0,0,3,0,0,1,1,2,32,6,31,14,1,0,24,1,28,4,0,0,2,0,3,0,0,0,0,0,3,2,0,0,9,1,10,1,1,0,13,0,12,1,0,2,8,5,3,10,0,1,7,1,7,3,0,0,6,1,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,1,4,0,0,0,2,0,1,0,0,1,1,0,0,3
